"District","FIPS","Year","Special Education Status","Variable","Measure Type","Value"
"Norwalk School District","900156060","2007-2008","Non-Special Education","Student Enrollment","Number","9540"
"Norwalk School District","900156060","2007-2008","Special Education","Student Enrollment","Number","1189"
"Norwalk School District","900156060","2008-2009","Non-Special Education","Student Enrollment","Number","9656"
"Norwalk School District","900156060","2008-2009","Special Education","Student Enrollment","Number","1186"
"Norwalk School District","900156060","2009-2010","Non-Special Education","Student Enrollment","Number","9780"
"Norwalk School District","900156060","2009-2010","Special Education","Student Enrollment","Number","1182"
"Norwalk School District","900156060","2010-2011","Non-Special Education","Student Enrollment","Number","9969"
"Norwalk School District","900156060","2010-2011","Special Education","Student Enrollment","Number","1174"
"Norwalk School District","900156060","2011-2012","Non-Special Education","Student Enrollment","Number","10030"
"Norwalk School District","900156060","2011-2012","Special Education","Student Enrollment","Number","1153"
"Norwalk School District","900156060","2012-2013","Non-Special Education","Student Enrollment","Number","9922"
"Norwalk School District","900156060","2012-2013","Special Education","Student Enrollment","Number","1226"
"Norwalk School District","900156060","2013-2014","Non-Special Education","Student Enrollment","Number","9894"
"Norwalk School District","900156060","2013-2014","Special Education","Student Enrollment","Number","1275"
"Norwalk School District","900156060","2014-2015","Non-Special Education","Student Enrollment","Number","9955"
"Norwalk School District","900156060","2014-2015","Special Education","Student Enrollment","Number","1356"
"Norwalk School District","900156060","2015-2016","Non-Special Education","Student Enrollment","Number","9943"
"Norwalk School District","900156060","2015-2016","Special Education","Student Enrollment","Number","1466"
"Norwalk School District","900156060","2016-2017","Non-Special Education","Student Enrollment","Number","9921"
"Norwalk School District","900156060","2016-2017","Special Education","Student Enrollment","Number","1577"
"Norwalk School District","900156060","2017-2018","Non-Special Education","Student Enrollment","Number","9920"
"Norwalk School District","900156060","2017-2018","Special Education","Student Enrollment","Number","1653"
"Norwich Free Academy District","","2007-2008","Non-Special Education","Student Enrollment","Number","2141"
"Norwich Free Academy District","","2007-2008","Special Education","Student Enrollment","Number","308"
"Norwich Free Academy District","","2008-2009","Non-Special Education","Student Enrollment","Number","2146"
"Norwich Free Academy District","","2008-2009","Special Education","Student Enrollment","Number","342"
"Norwich Free Academy District","","2009-2010","Non-Special Education","Student Enrollment","Number","2081"
"Norwich Free Academy District","","2009-2010","Special Education","Student Enrollment","Number","340"
"Norwich Free Academy District","","2010-2011","Non-Special Education","Student Enrollment","Number","2045"
"Norwich Free Academy District","","2010-2011","Special Education","Student Enrollment","Number","336"
"Norwich Free Academy District","","2011-2012","Non-Special Education","Student Enrollment","Number","2015"
"Norwich Free Academy District","","2011-2012","Special Education","Student Enrollment","Number","300"
"Norwich Free Academy District","","2012-2013","Non-Special Education","Student Enrollment","Number","1993"
"Norwich Free Academy District","","2012-2013","Special Education","Student Enrollment","Number","271"
"Norwich Free Academy District","","2013-2014","Non-Special Education","Student Enrollment","Number","2046"
"Norwich Free Academy District","","2013-2014","Special Education","Student Enrollment","Number","278"
"Norwich Free Academy District","","2014-2015","Non-Special Education","Student Enrollment","Number","2023"
"Norwich Free Academy District","","2014-2015","Special Education","Student Enrollment","Number","294"
"Norwich Free Academy District","","2015-2016","Non-Special Education","Student Enrollment","Number","2023"
"Norwich Free Academy District","","2015-2016","Special Education","Student Enrollment","Number","259"
"Norwich Free Academy District","","2016-2017","Non-Special Education","Student Enrollment","Number","2066"
"Norwich Free Academy District","","2016-2017","Special Education","Student Enrollment","Number","272"
"Norwich Free Academy District","","2017-2018","Non-Special Education","Student Enrollment","Number","2058"
"Norwich Free Academy District","","2017-2018","Special Education","Student Enrollment","Number","268"
"Norwich School District","901156270","2007-2008","Non-Special Education","Student Enrollment","Number","3421"
"Norwich School District","901156270","2007-2008","Special Education","Student Enrollment","Number","649"
"Norwich School District","901156270","2008-2009","Non-Special Education","Student Enrollment","Number","3377"
"Norwich School District","901156270","2008-2009","Special Education","Student Enrollment","Number","627"
"Norwich School District","901156270","2009-2010","Non-Special Education","Student Enrollment","Number","3315"
"Norwich School District","901156270","2009-2010","Special Education","Student Enrollment","Number","631"
"Norwich School District","901156270","2010-2011","Non-Special Education","Student Enrollment","Number","3273"
"Norwich School District","901156270","2010-2011","Special Education","Student Enrollment","Number","604"
